annotation;brand;brand_known;dia;diameter;et;holes;img;img_full;link;model;name_product;pcd;price;retail_price;retail_price_one;seller;title;title_short;type;width
"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";RAYS VOLK RACING;VOLK;73.1;17;35;5;https://static.baza.farpost.ru/drom/1526349048248_bulletin;https://static.baza.farpost.ru/drom/1526349048248_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-8j-et35-5-114.3-d120-63405834.html;TE37 SL;"8.0x17"", 5x114.3, ET35, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Комплект дисков Volk Racing TE37SL R17 8j ET35 5*114.3 (D120/);Volk Racing TE37 SL;Литой;8.0
"9.0x17"", 5x100.00, ET25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595540719_bulletin;https://static.baza.farpost.ru/drom/1506595540719_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-9j-et25-5-100-d146-2-57541219.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Комплект дисков Volk Racing TE37SL R17 9j ET25 5*100 (D146/2);Volk Racing TE37 SL;Литой;9.0
"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";RAYS VOLK RACING;VOLK;73.1;17;35;5;https://static.baza.farpost.ru/drom/1526346166299_bulletin;https://static.baza.farpost.ru/drom/1526346166299_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-8j-et35-5-100-d145a-63404580.html;TE37 SL;"8.0x17"", 5x100.0, ET35, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Комплект дисков Volk Racing TE37SL R17 8j ET35 5*100 (D145A);Volk Racing TE37 SL;Литой;8.0
"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";RAYS VOLK RACING CE28 N;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1503844477797_bulletin;https://static.baza.farpost.ru/drom/1503844477797_default;https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-volk-racing-ce28-r18-9.5-j-et30-5-114.3-100-d141-56724986.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Комплект дисков Volk Racing CE28 R18 9.5j ET30 5*114.3/100 (D141);Volk Racing CE28;Литой;9.5
"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";RAYS VOLK RACING CE28 N;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1503844477797_bulletin;https://static.baza.farpost.ru/drom/1503844477797_default;https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-volk-racing-ce28-r18-9.5-j-et30-5-114.3-100-d141-56724986.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Комплект дисков Volk Racing CE28 R18 9.5j ET30 5*114.3/100 (D141);Volk Racing CE28;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм.";RAYS VOLK RACING CE28 SL;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511342273515_bulletin;https://static.baza.farpost.ru/drom/1511342273515_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724732.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Разноширокие Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм.";RAYS VOLK RACING CE28 SL;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511342273515_bulletin;https://static.baza.farpost.ru/drom/1511342273515_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724732.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Разноширокие Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм.";RAYS VOLK RACING CE28 SL;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511342273515_bulletin;https://static.baza.farpost.ru/drom/1511342273515_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724732.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Разноширокие Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм.";RAYS VOLK RACING CE28 SL;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511342273515_bulletin;https://static.baza.farpost.ru/drom/1511342273515_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724732.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Разноширокие Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм.";RAYS VOLK RACING CE28 SL;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511342273515_bulletin;https://static.baza.farpost.ru/drom/1511342273515_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724732.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Разноширокие Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм.";RAYS VOLK RACING CE28 SL;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511342273515_bulletin;https://static.baza.farpost.ru/drom/1511342273515_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724732.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Разноширокие Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм.";RAYS VOLK RACING CE28 SL;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511342273515_bulletin;https://static.baza.farpost.ru/drom/1511342273515_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724732.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Разноширокие Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм.";RAYS VOLK RACING CE28 SL;VOLK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511342273515_bulletin;https://static.baza.farpost.ru/drom/1511342273515_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724732.html;CE28;"9.5x18"", 5x114.3, ET30, ЦО73.1 VOLK CE28 ";114.3;29990;34990;8747;Aniku;Разноширокие Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28;Литой;9.5
"7.5x17"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";Work Emotion CR Kiwami;WORK;73.1;17;35;5;https://static.baza.farpost.ru/drom/1527777120234_bulletin;https://static.baza.farpost.ru/drom/1527777120234_default;https://baza.drom.ru/vladivostok/wheel/disc/komplekt-work-emotion-cr-kiwami-r17-7.5-jj-et-35-5-100-114.3-l028-63861379.html;Emotion CR Kiwami;"7.5x17"", 5x114.3, ET35, ЦО73.1 WORK Emotion CR Kiwami ";114.3;23900;28900;7225;Aniku;Комплект Work Emotion CR Kiwami R17 7.5jj ET+35 5*100/114.3 (L028);Work Emotion CR Kiwami;Литой;7.5
"7.5x17"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";Work Emotion CR Kiwami;WORK;73.1;17;35;5;https://static.baza.farpost.ru/drom/1527777120234_bulletin;https://static.baza.farpost.ru/drom/1527777120234_default;https://baza.drom.ru/vladivostok/wheel/disc/komplekt-work-emotion-cr-kiwami-r17-7.5-jj-et-35-5-100-114.3-l028-63861379.html;Emotion CR Kiwami;"7.5x17"", 5x114.3, ET35, ЦО73.1 WORK Emotion CR Kiwami ";114.3;23900;28900;7225;Aniku;Комплект Work Emotion CR Kiwami R17 7.5jj ET+35 5*100/114.3 (L028);Work Emotion CR Kiwami;Литой;7.5
"9.0x18"", 5x114.30, ET20, ЦО 73,0мм.";RAYS VOLK RACING;VOLK;73.0;18;20;5;https://static.baza.farpost.ru/drom/1526347541423_bulletin;https://static.baza.farpost.ru/drom/1526347541423_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r18-9.0-j-20-5-114.3-d080a-63405135.html;TE37 SL;"9.0x18"", 5x114.3, ET20, ЦО73.0 VOLK TE37 SL ";114.3;28900;33900;8475;Aniku;NEW! Комплект дисков Volk Racing TE37 SL R18 9.0j +20 5*114.3 (D080A);Volk Racing TE37 SL;Литой;9.0
"9.0/10.0x17"", 5x114.30, ET25/20, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;20;5;https://static.baza.farpost.ru/drom/1519697731259_bulletin;https://static.baza.farpost.ru/drom/1519697731259_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-9.0-j-10j-5-114.3-d122-d113-63406795.html;TE37 SL;"10.0x17"", 5x114.3, ET20, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 9.0j/10j 5*114.3 (D122 D113);Volk Racing TE37 SL;Литой;10.0
"9.0/10.0x17"", 5x114.30, ET25/20, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;20;5;https://static.baza.farpost.ru/drom/1519697731259_bulletin;https://static.baza.farpost.ru/drom/1519697731259_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-9.0-j-10j-5-114.3-d122-d113-63406795.html;TE37 SL;"10.0x17"", 5x114.3, ET20, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 9.0j/10j 5*114.3 (D122 D113);Volk Racing TE37 SL;Литой;10.0
"9.0/10.0x17"", 5x114.30, ET25/20, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;20;5;https://static.baza.farpost.ru/drom/1519697731259_bulletin;https://static.baza.farpost.ru/drom/1519697731259_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-9.0-j-10j-5-114.3-d122-d113-63406795.html;TE37 SL;"10.0x17"", 5x114.3, ET20, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 9.0j/10j 5*114.3 (D122 D113);Volk Racing TE37 SL;Литой;10.0
"9.0/10.0x17"", 5x114.30, ET25/20, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;20;5;https://static.baza.farpost.ru/drom/1519697731259_bulletin;https://static.baza.farpost.ru/drom/1519697731259_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-9.0-j-10j-5-114.3-d122-d113-63406795.html;TE37 SL;"10.0x17"", 5x114.3, ET20, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 9.0j/10j 5*114.3 (D122 D113);Volk Racing TE37 SL;Литой;10.0
"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1526348518680_bulletin;https://static.baza.farpost.ru/drom/1526348518680_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8.0-j-9.0-j-5-114.3-d120-d122-63405577.html;TE37 SL;"9.0x17"", 5x114.3, ET25, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8.0j/9.0j 5*114.3 (D120 D122);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1526348518680_bulletin;https://static.baza.farpost.ru/drom/1526348518680_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8.0-j-9.0-j-5-114.3-d120-d122-63405577.html;TE37 SL;"9.0x17"", 5x114.3, ET25, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8.0j/9.0j 5*114.3 (D120 D122);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1526348518680_bulletin;https://static.baza.farpost.ru/drom/1526348518680_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8.0-j-9.0-j-5-114.3-d120-d122-63405577.html;TE37 SL;"9.0x17"", 5x114.3, ET25, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8.0j/9.0j 5*114.3 (D120 D122);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1526348518680_bulletin;https://static.baza.farpost.ru/drom/1526348518680_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8.0-j-9.0-j-5-114.3-d120-d122-63405577.html;TE37 SL;"9.0x17"", 5x114.3, ET25, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8.0j/9.0j 5*114.3 (D120 D122);Volk Racing TE37 SL;Литой;9.0
"9.0x17"", 5x114.30, ET25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1526350804710_bulletin;https://static.baza.farpost.ru/drom/1526350804710_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-9j-et25-5-114.3-d122a-63406702.html;TE37 SL;"9.0x17"", 5x114.3, ET25, ЦО73.1 VOLK TE37 SL ";114.3;24900;29900;7475;Aniku;NEW! Комплект дисков Volk Racing TE37SL R17 9j ET25 5*114.3 (D122A);Volk Racing TE37 SL;Литой;9.0
"10.5x18"", 5x114.30, ET15, ЦО 73,1мм.";Shogun;Shogun;73.1;18;15;5;https://static.baza.farpost.ru/drom/1526739942402_bulletin;https://static.baza.farpost.ru/drom/1526739942402_default;https://baza.drom.ru/vladivostok/wheel/disc/original-komplekt-diskov-shogun-a1-r18-10.5-j-et15-5-114.3-s014-63534600.html;A1;"10.5x18"", 5x114.3, ET15, ЦО73.1 Shogun A1 ";114.3;31900;36900;9225;Aniku;Оригинал! Комплект дисков Shogun A1 R18 10.5j ET15 5*114.3 (S014);Shogun A1;Литой;10.5
"8.0x15"", 4x100.00, 4x114.30, ET30, ЦО 73,1мм.";BBS RS;BBS;73.1;15;30;4;https://static.baza.farpost.ru/drom/1527776686858_bulletin;https://static.baza.farpost.ru/drom/1527776686858_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-bbs-rs-r15-8.0-j-et30-4-100-4-114.3-f007-63861253.html;RS;"8.0x15"", 4x114.3, ET30, ЦО73.1 BBS RS ";114.3;19900;24900;6225;Aniku;NEW! Комплект дисков BBS RS R15 8.0J ET30 4*100/ 4*114.3 (F007);BBS RS;Литой;8.0
"8.0x15"", 4x100.00, 4x114.30, ET30, ЦО 73,1мм.";BBS RS;BBS;73.1;15;30;4;https://static.baza.farpost.ru/drom/1527776686858_bulletin;https://static.baza.farpost.ru/drom/1527776686858_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-bbs-rs-r15-8.0-j-et30-4-100-4-114.3-f007-63861253.html;RS;"8.0x15"", 4x114.3, ET30, ЦО73.1 BBS RS ";114.3;19900;24900;6225;Aniku;NEW! Комплект дисков BBS RS R15 8.0J ET30 4*100/ 4*114.3 (F007);BBS RS;Литой;8.0
"9.5x18"", 5x114.30, ET20, ЦО 73,1мм.";Shogun;Shogun;73.1;18;20;5;https://static.baza.farpost.ru/drom/1526739874676_bulletin;https://static.baza.farpost.ru/drom/1526739874676_default;https://baza.drom.ru/vladivostok/wheel/disc/original-komplekt-diskov-shogun-a1-r18-9.5-j-et20-5-114.3-s013-63534582.html;A1;"9.5x18"", 5x114.3, ET20, ЦО73.1 Shogun A1 ";114.3;31900;36900;9225;Aniku;Оригинал! Комплект дисков Shogun A1 R18 9.5j ET20 5*114.3 (S013);Shogun A1;Литой;9.5
"9.5/10.5x18"", 5x114.30, ET20/15, ЦО 73,1мм.";Shogun;Shogun;73.1;18;15;5;https://static.baza.farpost.ru/drom/1526739777257_bulletin;https://static.baza.farpost.ru/drom/1526739777257_default;https://baza.drom.ru/vladivostok/wheel/disc/original-raznoshirokie-shogun-a1-r18-9.5-j-10.5-j-5-114.3-s013-s014-63534558.html;A1;"10.5x18"", 5x114.3, ET15, ЦО73.1 Shogun A1 ";114.3;31900;36900;9225;Aniku;Оригинал! Разноширокие Shogun A1 R18 9.5j/10.5j 5*114.3 (S013 S014);Shogun A1;Литой;10.5
"9.5/10.5x18"", 5x114.30, ET20/15, ЦО 73,1мм.";Shogun;Shogun;73.1;18;15;5;https://static.baza.farpost.ru/drom/1526739777257_bulletin;https://static.baza.farpost.ru/drom/1526739777257_default;https://baza.drom.ru/vladivostok/wheel/disc/original-raznoshirokie-shogun-a1-r18-9.5-j-10.5-j-5-114.3-s013-s014-63534558.html;A1;"10.5x18"", 5x114.3, ET15, ЦО73.1 Shogun A1 ";114.3;31900;36900;9225;Aniku;Оригинал! Разноширокие Shogun A1 R18 9.5j/10.5j 5*114.3 (S013 S014);Shogun A1;Литой;10.5
"9.5/10.5x18"", 5x114.30, ET20/15, ЦО 73,1мм.";Shogun;Shogun;73.1;18;15;5;https://static.baza.farpost.ru/drom/1526739777257_bulletin;https://static.baza.farpost.ru/drom/1526739777257_default;https://baza.drom.ru/vladivostok/wheel/disc/original-raznoshirokie-shogun-a1-r18-9.5-j-10.5-j-5-114.3-s013-s014-63534558.html;A1;"10.5x18"", 5x114.3, ET15, ЦО73.1 Shogun A1 ";114.3;31900;36900;9225;Aniku;Оригинал! Разноширокие Shogun A1 R18 9.5j/10.5j 5*114.3 (S013 S014);Shogun A1;Литой;10.5
"9.5/10.5x18"", 5x114.30, ET20/15, ЦО 73,1мм.";Shogun;Shogun;73.1;18;15;5;https://static.baza.farpost.ru/drom/1526739777257_bulletin;https://static.baza.farpost.ru/drom/1526739777257_default;https://baza.drom.ru/vladivostok/wheel/disc/original-raznoshirokie-shogun-a1-r18-9.5-j-10.5-j-5-114.3-s013-s014-63534558.html;A1;"10.5x18"", 5x114.3, ET15, ЦО73.1 Shogun A1 ";114.3;31900;36900;9225;Aniku;Оригинал! Разноширокие Shogun A1 R18 9.5j/10.5j 5*114.3 (S013 S014);Shogun A1;Литой;10.5
"7.0x15"", 4x100.00, 4x114.30, ET25, ЦО 73,1мм.";BBS RS;BBS;73.1;15;25;4;https://static.baza.farpost.ru/drom/1527776512338_bulletin;https://static.baza.farpost.ru/drom/1527776512338_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-bbs-rs-r15-7.0-j-et25-4-100-4-114.3-f006-63861151.html;RS;"7.0x15"", 4x114.3, ET25, ЦО73.1 BBS RS ";114.3;19900;24900;6225;Aniku;NEW! Комплект дисков BBS RS R15 7.0J ET25 4*100/ 4*114.3 (F006);BBS RS;Литой;7.0
"7.0x15"", 4x100.00, 4x114.30, ET25, ЦО 73,1мм.";BBS RS;BBS;73.1;15;25;4;https://static.baza.farpost.ru/drom/1527776512338_bulletin;https://static.baza.farpost.ru/drom/1527776512338_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-bbs-rs-r15-7.0-j-et25-4-100-4-114.3-f006-63861151.html;RS;"7.0x15"", 4x114.3, ET25, ЦО73.1 BBS RS ";114.3;19900;24900;6225;Aniku;NEW! Комплект дисков BBS RS R15 7.0J ET25 4*100/ 4*114.3 (F006);BBS RS;Литой;7.0
"10.5x18"", 5x114.30, ET15, ЦО 73,1мм.";Shogun;Shogun;73.1;18;15;5;https://static.baza.farpost.ru/drom/1526739636928_bulletin;https://static.baza.farpost.ru/drom/1526739636928_default;https://baza.drom.ru/vladivostok/wheel/disc/original-komplekt-diskov-shogun-a1-r18-10.5-j-et15-5-114.3-s012-63534522.html;A1;"10.5x18"", 5x114.3, ET15, ЦО73.1 Shogun A1 ";114.3;31900;36900;9225;Aniku;Оригинал! Комплект дисков Shogun A1 R18 10.5j ET15 5*114.3 (S012);Shogun A1;Литой;10.5
"8.5/9.5x18"", 5x100.00, ET40/40, ЦО 73,1мм.";Enkei RPF1;ENKEI;73.1;18;40;5;https://static.baza.farpost.ru/drom/1522998975775_bulletin;https://static.baza.farpost.ru/drom/1522998975775_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-enkei-rpf1-r18-8.5-9.5-5-100-flow-forming-v015-v016-62363218.html;RPF1;"9.5x18"", 5x100.0, ET40, ЦО73.1 ENKEI RPF1 ";100.0;30900;35900;8975;Aniku;Разноширокие Enkei RPF1 R18 8.5/9.5 5*100 Flow Forming (V015 V016);Enkei RPF1;Литой;9.5
"8.5/9.5x18"", 5x100.00, ET40/40, ЦО 73,1мм.";Enkei RPF1;ENKEI;73.1;18;40;5;https://static.baza.farpost.ru/drom/1522998975775_bulletin;https://static.baza.farpost.ru/drom/1522998975775_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-enkei-rpf1-r18-8.5-9.5-5-100-flow-forming-v015-v016-62363218.html;RPF1;"9.5x18"", 5x100.0, ET40, ЦО73.1 ENKEI RPF1 ";100.0;30900;35900;8975;Aniku;Разноширокие Enkei RPF1 R18 8.5/9.5 5*100 Flow Forming (V015 V016);Enkei RPF1;Литой;9.5
"8.5/9.5x18"", 5x100.00, ET40/40, ЦО 73,1мм.";Enkei RPF1;ENKEI;73.1;18;40;5;https://static.baza.farpost.ru/drom/1522998975775_bulletin;https://static.baza.farpost.ru/drom/1522998975775_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-enkei-rpf1-r18-8.5-9.5-5-100-flow-forming-v015-v016-62363218.html;RPF1;"9.5x18"", 5x100.0, ET40, ЦО73.1 ENKEI RPF1 ";100.0;30900;35900;8975;Aniku;Разноширокие Enkei RPF1 R18 8.5/9.5 5*100 Flow Forming (V015 V016);Enkei RPF1;Литой;9.5
"8.5/9.5x18"", 5x100.00, ET40/40, ЦО 73,1мм.";Enkei RPF1;ENKEI;73.1;18;40;5;https://static.baza.farpost.ru/drom/1522998975775_bulletin;https://static.baza.farpost.ru/drom/1522998975775_default;https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-enkei-rpf1-r18-8.5-9.5-5-100-flow-forming-v015-v016-62363218.html;RPF1;"9.5x18"", 5x100.0, ET40, ЦО73.1 ENKEI RPF1 ";100.0;30900;35900;8975;Aniku;Разноширокие Enkei RPF1 R18 8.5/9.5 5*100 Flow Forming (V015 V016);Enkei RPF1;Литой;9.5
"9.5x18"", 5x100.00, ET40, ЦО 73,1мм.";Enkei RPF1;ENKEI;73.1;18;40;5;https://static.baza.farpost.ru/drom/1522999425484_bulletin;https://static.baza.farpost.ru/drom/1522999425484_default;https://baza.drom.ru/vladivostok/wheel/disc/ves-9-6kg-komplekt-diskov-enkei-rpf1-r18-9.5-5-100-flow-forming-v012-62363533.html;RPF1;"9.5x18"", 5x100.0, ET40, ЦО73.1 ENKEI RPF1 ";100.0;30900;35900;8975;Aniku;ВЕС 9,6кг! Комплект дисков Enkei RPF1 R18 9.5 5*100 Flow Forming V012;Enkei RPF1;Литой;9.5
"7.0x15"", 4x100.00, ET30, ЦО 73,1мм.";RAYS VOLK RACING TE37;VOLK;73.1;15;30;4;https://static.baza.farpost.ru/drom/1516448755124_bulletin;https://static.baza.farpost.ru/drom/1516448755124_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-4-100-d151a-60360069.html;TE37 SL;"7.0x15"", 4x100.0, ET30, ЦО73.1 VOLK TE37 SL ";100.0;19900;24900;6225;Aniku;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 4*100 (D151A);Volk Racing TE37 SL;Литой;7.0
"8.0x16"", 6x139.70, ET0, ЦО 110,0мм.";Pro Comp;Pro Comp;110.0;16;0;6;https://static.baza.farpost.ru/drom/1521469246831_bulletin;https://static.baza.farpost.ru/drom/1521469246831_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-american-muscle-mat-r16-8j-et-0-6-139.7-r131-59782414.html;American Muscle MAT;"8.0x16"", 6x139.7, ЦО110.0 Pro Comp American Muscle MAT ";139.7;33999;38999;9749;Aniku;NEW! Комплект дисков American Muscle MAT R16 8j ET-0 6*139.7 (R131);American Muscle MAT;Литой;8.0
"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;35;5;https://static.baza.farpost.ru/drom/1506595090024_bulletin;https://static.baza.farpost.ru/drom/1506595090024_default;https://baza.drom.ru/vladivostok/wheel/disc/new-1-disk-volk-racing-te37sl-r17-8jj-et35-5-114.3-d147-1-57566006.html;TE37 SL;"8.0x17"", 5x114.3, ET35, ЦО73.1 VOLK TE37 SL ";114.3;6300;11300;11300;Aniku;NEW! 1 диск Volk Racing TE37SL R17 8jj ET35 5*114.3 (D147/1);Volk Racing TE37 SL;Литой;8.0
